Our,O
data,O
suggest,O
that,O
lipoxygenase,B
metabolites,I
activate,O
ROI,B
formation,I
which,O
then,O
induce,O
IL,B
-,I
2,I
expression,O
via,O
NF,B
-,I
kappa,I
B,I
activation,O
.,O
Human,O
immunodeficiency,O
virus,O
type,O
2,O
(,O
HIV,B
-,I
2,I
),O
",",O
like,O
HIV,B
-,I
1,I
",",O
causes,O
AIDS,O
and,O
is,O
associated,O
with,O
AIDS,O
cases,O
primarily,O
in,O
West,O
Africa,O
.,O
This,O
is,O
the,O
first,O
description,O
of,O
an,O
HIV,B
-,I
2,I
enhancer,O
element,O
which,O
displays,O
such,O
monocyte,B
specificity,O
",",O
and,O
no,O
comparable,O
enhancer,O
element,O
has,O
been,O
clearly,O
defined,O
for,O
HIV,B
-,I
1,I
.,O
While,O
a,O
nuclear,B
factor,I
(,O
s,O
),O
from,O
both,O
peripheral,B
blood,I
monocytes,I
and,O
T,B
cells,I
binds,O
the,O
peri,O
-,O
kappa,O
B,O
site,O
",",O
electrophoretic,O
mobility,O
shift,O
assays,O
suggest,O
that,O
either,O
a,O
different,O
protein,B
binds,O
to,O
this,O
site,O
in,O
monocytes,B
versus,O
T,B
cells,I
or,O
that,O
the,O
protein,B
recognizing,O
this,O
enhancer,O
element,O
undergoes,O
differential,O
modification,O
in,O
monocytes,B
and,O
T,B
cells,I
",",O
thus,O
supporting,O
the,O
transfection,O
data,O
.,O
Understanding,O
the,O
monocyte,B
-,I
specific,I
function,O
of,O
the,O
peri,O
-,O
kappa,O
B,O
factor,O
may,O
ultimately,O
provide,O
insight,O
into,O
the,O
different,O
role,O
monocytes,B
and,O
T,B
cells,I
play,O
in,O
HIV,O
pathogenesis,O
.,O
Distinct,O
signaling,O
properties,O
identify,O
functionally,O
different,O
CD4,B
epitopes,I
.,O
Whereas,O
different,O
anti,O
-,O
CD4,B
mAb,I
or,O
HIV,O
-,O
1,O
gp120,O
could,O
all,O
trigger,O
activation,O
of,O
the,O
protein,B
tyrosine,I
kinases,I
p56lck,I
and,O
p59fyn,I
and,O
phosphorylation,O
of,O
the,O
Shc,B
adaptor,I
protein,I
",",O
which,O
mediates,O
signals,O
to,O
Ras,B
",",O
they,O
differed,O
significantly,O
in,O
their,O
ability,O
to,O
activate,O
NF,B
-,I
AT,I
.,O
To,O
address,O
potential,O
mechanisms,O
by,O
which,O
estrogens,O
suppress,O
erythropoiesis,O
",",O
we,O
have,O
examined,O
their,O
effects,O
on,O
GATA,B
-,I
1,I
",",O
an,O
erythroid,O
transcription,O
factor,O
that,O
participates,O
in,O
the,O
regulation,O
of,O
the,O
majority,O
of,O
erythroid,O
cell,O
-,O
specific,O
genes,O
and,O
is,O
necessary,O
for,O
full,O
maturation,O
of,O
erythrocytes,O
.,O
ER,B
-,I
mediated,I
repression,I
of,I
GATA,B
-,I
1,I
activity,O
occurs,O
on,O
an,O
artificial,O
promoter,O
containing,O
a,O
single,O
GATA,B
-,I
binding,I
site,I
",",O
as,O
well,O
as,O
in,O
the,O
context,O
of,O
an,O
intact,O
promoter,O
which,O
is,O
normally,O
regulated,O
by,O
GATA,B
-,I
1,I
.,O
In,O
coimmunoprecipitatio,O
experiments,O
using,O
transfected,O
COS,B
cells,I
",",O
GATA,B
-,I
1,I
and,O
ER,B
associate,O
in,O
a,O
ligand,O
-,O
dependent,O
manner,O
.,O
(,O
ABSTRACT,O
TRUNCATED,O
AT,O
250,O
WORDS,O
),O
The,O
transcriptional,O
response,O
of,O
the,O
IL,B
-,I
2R,I
alpha,I
gene,I
to,O
stimulation,O
by,O
IL,B
-,I
1,I
+,I
IL,B
-,I
2,I
is,O
biphasic,O
.,O
It,O
also,O
primes,O
cells,O
to,O
become,O
IL,B
-,I
2,I
responsive,I
and,O
thereby,O
prepares,O
the,O
second,O
phase,O
",",O
in,O
which,O
IL,B
-,I
2,I
induces,O
a,O
100,O
-,O
fold,O
further,O
increase,O
in,O
IL,B
-,I
2R,I
alpha,I
transcripts,I
.,O
Transient,O
transfection,O
experiments,O
show,O
that,O
several,O
elements,O
in,O
the,O
promoter,B
-,I
proximal,I
region,I
of,O
the,O
IL,B
-,I
2R,I
alpha,I
gene,I
contribute,O
to,O
IL,B
-,I
1,I
responsiveness,O
",",O
most,O
importantly,O
an,O
NF,B
-,I
kappa,I
B,I
site,I
